,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
478,iredis,Redis CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/laixintao/iredis,True,22,laixintao/iredis,https://github.com/laixintao/iredis,2019-01-18 08:31:15.000,2022-09-14 13:30:37.000,2022-09-14 13:30:36,88.0,2159.0,1645.0,30.0,50.0,151.0,BSD-3-Clause,,iredis,conda-forge/iredis,2022-07-24 14:49:34,1.12.1,10534.0,2839.0,37.0,,,https://pypi.org/project/iredis,2429.0,https://anaconda.org/conda-forge/iredis,2022-08-10 16:45:25.837,266.0,3.0,
479,elpy,Emacs Python Development Environment.,Editor Plugins and IDEs,,https://github.com/jorgenschaefer/elpy,True,22,jorgenschaefer/elpy,https://github.com/jorgenschaefer/elpy,2012-10-29 22:28:49.000,2022-09-22 22:53:12.000,2022-09-22 22:53:12,242.0,1797.0,1418.0,92.0,357.0,1218.0,GPL-3.0,,elpy,conda-forge/elpy,,,,616.0,,206.0,206.0,https://pypi.org/project/elpy,616.0,https://anaconda.org/conda-forge/elpy,,,2.0,
480,pycallgraph,A library that visualises the flow (call graph) of your Python application.,Code Analysis,,https://github.com/gak/pycallgraph,True,22,gak/pycallgraph,https://github.com/gak/pycallgraph,2009-08-11 01:03:55.000,2018-11-08 19:11:57.000,2018-02-28 08:36:41,271.0,1684.0,250.0,23.0,48.0,109.0,GPL-2.0,,pycallgraph,conda-forge/pycallgraph,,,,28460.0,,366.0,366.0,https://pypi.org/project/pycallgraph,28460.0,https://anaconda.org/conda-forge/pycallgraph,,,3.0,
481,python-pptx,Python library for creating and updating PowerPoint (.pptx) files.,Specific Formats Processing,,https://github.com/scanny/python-pptx,True,22,scanny/python-pptx,https://github.com/scanny/python-pptx,2012-11-21 11:03:31.000,2022-03-28 10:51:09.000,2021-09-20 23:48:56,359.0,1593.0,2107.0,12.0,332.0,401.0,MIT,,python-pptx,conda-forge/python-pptx,,,,743683.0,15.0,,,https://pypi.org/project/python-pptx,741328.0,https://anaconda.org/conda-forge/python-pptx,2021-09-21 02:51:35.603,174293.0,3.0,
482,django-rules,"A tiny but powerful app providing object-level permissions to Django, without requiring a database.",Permissions,,https://github.com/dfunckt/django-rules,True,22,dfunckt/django-rules,https://github.com/dfunckt/django-rules,2014-03-06 20:46:57.000,2022-04-20 02:54:39.000,2022-03-23 08:52:18,124.0,1529.0,184.0,25.0,24.0,81.0,MIT,,django-rules,conda-forge/django-rules,2022-03-23 08:53:01,3.3.0,,127.0,20.0,947.0,947.0,https://pypi.org/project/django-rules,127.0,https://anaconda.org/conda-forge/django-rules,,,3.0,
483,Rope,Rope is a python refactoring library.,Refactoring,,https://github.com/python-rope/rope,True,22,python-rope/rope,https://github.com/python-rope/rope,2013-11-30 15:30:20.000,2022-10-06 13:46:06.000,2022-10-06 13:46:01,137.0,1408.0,2658.0,71.0,69.0,178.0,LGPL-3.0,,rope,conda-forge/rope,,,,579258.0,17.0,,,https://pypi.org/project/rope,566236.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,859481.0,1.0,
484,indico,"A feature-rich event management system, made @ [CERN](https://en.wikipedia.org/wiki/CERN).",CMS,,https://github.com/indico/indico,True,22,indico/indico,https://github.com/indico/indico,2011-07-27 13:56:30.000,2022-10-06 13:33:55.000,2022-10-06 11:48:36,338.0,1391.0,24145.0,130.0,606.0,2712.0,MIT,,indico,conda-forge/indico,2022-08-24 23:10:40,3.2,2893.0,600.0,48.0,,,https://pypi.org/project/indico,571.0,https://anaconda.org/conda-forge/indico,,,2.0,
485,pdoc,Epydoc replacement to auto generate API documentation for Python libraries.,Documentation,,https://github.com/mitmproxy/pdoc,True,22,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,2013-08-04 21:12:50.000,2022-09-25 14:42:36.000,2022-09-25 14:42:36,142.0,1349.0,,39.0,9.0,273.0,Unlicense,,pdoc,conda-forge/pdoc,,,,54157.0,8.0,830.0,830.0,https://pypi.org/project/pdoc,53145.0,https://anaconda.org/conda-forge/pdoc,2022-09-21 18:12:17.864,6072.0,3.0,
486,Spiff,A powerful workflow engine implemented in pure Python.,Job Scheduler,,https://github.com/sartography/SpiffWorkflow,True,22,knipknap/SpiffWorkflow,https://github.com/sartography/SpiffWorkflow,2009-12-25 09:11:22.000,2022-10-05 11:52:14.000,2022-10-05 11:52:14,262.0,1264.0,,49.0,5.0,91.0,LGPL-3.0,sartography/SpiffWorkflow,SpiffWorkflow,conda-forge/SpiffWorkflow,2022-05-20 12:20:17,1.1.7,,5028.0,8.0,43.0,43.0,https://pypi.org/project/SpiffWorkflow,5028.0,https://anaconda.org/conda-forge/SpiffWorkflow,,,2.0,
487,fabtools,Tools for writing awesome Fabric files.,DevOps Tools,,https://github.com/fabtools/fabtools,True,22,fabtools/fabtools,https://github.com/fabtools/fabtools,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00,192.0,1255.0,939.0,88.0,78.0,64.0,BSD-2-Clause,,fabtools,conda-forge/fabtools,,,,1926.0,,285.0,285.0,https://pypi.org/project/fabtools,1926.0,https://anaconda.org/conda-forge/fabtools,,,3.0,
488,pluginbase,A simple but flexible plugin system for Python.,Miscellaneous,,https://github.com/mitsuhiko/pluginbase,True,22,mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,2014-06-30 20:51:42.000,2021-05-16 16:23:31.000,2021-05-16 16:12:48,139.0,1032.0,56.0,9.0,,12.0,,,pluginbase,conda-forge/pluginbase,2019-02-02 19:44:23,1.0.0,,550300.0,3.0,1456.0,1456.0,https://pypi.org/project/pluginbase,545939.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,248586.0,3.0,
489,pynacl,Python binding to the Networking and Cryptography (NaCl) library.,Cryptography,,https://github.com/pyca/pynacl,True,22,pyca/pynacl,https://github.com/pyca/pynacl,2013-02-22 03:52:39.000,2022-10-04 10:32:03.000,2022-09-07 10:53:03,198.0,924.0,,64.0,40.0,249.0,Apache-2.0,,pynacl,conda-forge/pynacl,,,,40232359.0,5.0,,,https://pypi.org/project/pynacl,40187985.0,https://anaconda.org/conda-forge/pynacl,2022-04-09 16:14:36.368,3061823.0,3.0,
490,django-cache-machine,Automatic caching and invalidation for Django models.,Caching,,https://github.com/django-cache-machine/django-cache-machine,True,22,django-cache-machine/django-cache-machine,https://github.com/django-cache-machine/django-cache-machine,2010-02-09 23:01:12.000,2022-07-06 18:59:25.000,2022-07-06 18:40:08,150.0,843.0,,27.0,15.0,56.0,BSD-3-Clause,,django-cache-machine,conda-forge/django-cache-machine,2019-02-18 02:47:28,1.1.0,,8436.0,5.0,234.0,234.0,https://pypi.org/project/django-cache-machine,8436.0,https://anaconda.org/conda-forge/django-cache-machine,,,3.0,
491,mouse,Hook and simulate global mouse events on Windows and Linux.,Hardware,,https://github.com/boppreh/mouse,True,22,boppreh/mouse,https://github.com/boppreh/mouse,2017-08-04 00:03:33.000,2022-08-23 22:25:51.000,2022-08-23 22:25:51,100.0,680.0,39.0,8.0,80.0,28.0,MIT,,mouse,conda-forge/mouse,2020-01-01 16:50:32,0.7.1,,30130.0,5.0,751.0,751.0,https://pypi.org/project/mouse,30130.0,https://anaconda.org/conda-forge/mouse,,,3.0,
492,micawber,A small library for extracting rich content from URLs.,Web Content Extracting,,https://github.com/coleifer/micawber,True,22,coleifer/micawber,https://github.com/coleifer/micawber,2012-03-27 21:42:46.000,2021-07-14 07:34:13.620,2021-07-12 14:05:13,84.0,583.0,201.0,27.0,,58.0,MIT,,micawber,conda-forge/micawber,,,,26826.0,3.0,797.0,797.0,https://pypi.org/project/micawber,26570.0,https://anaconda.org/conda-forge/micawber,2021-07-14 07:34:13.620,5381.0,3.0,
493,tinytag,"A library for reading music meta data of MP3, OGG, FLAC and Wave files.",Audio,,https://github.com/devsnd/tinytag,True,22,devsnd/tinytag,https://github.com/devsnd/tinytag,2014-01-27 15:27:01.000,2022-09-30 11:59:25.000,2022-09-30 11:59:25,89.0,559.0,409.0,23.0,13.0,82.0,MIT,,tinytag,conda-forge/tinytag,,,,45315.0,,600.0,600.0,https://pypi.org/project/tinytag,45315.0,https://anaconda.org/conda-forge/tinytag,,,3.0,
494,pysimdjson,A Python bindings for [simdjson](https://github.com/lemire/simdjson).,Serialization,,https://github.com/TkTech/pysimdjson,True,22,TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,2019-02-22 03:26:04.000,2022-09-13 09:29:53.132,2022-09-12 17:36:02,41.0,554.0,282.0,14.0,10.0,67.0,,,pysimdjson,conda-forge/pysimdjson,2021-05-23 17:56:13,4.0.0,,226084.0,7.0,465.0,465.0,https://pypi.org/project/pysimdjson,224526.0,https://anaconda.org/conda-forge/pysimdjson,2022-09-13 09:29:53.132,37400.0,2.0,
495,python-rapidjson,A Python wrapper around [RapidJSON](https://github.com/Tencent/rapidjson).,Serialization,,https://github.com/python-rapidjson/python-rapidjson,True,22,python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,2015-09-09 04:02:42.000,2022-07-20 08:18:15.000,2022-07-07 05:21:46,41.0,459.0,666.0,19.0,12.0,92.0,,,python-rapidjson,conda-forge/python-rapidjson,,,,740389.0,19.0,2762.0,2762.0,https://pypi.org/project/python-rapidjson,725693.0,https://anaconda.org/conda-forge/python-rapidjson,2022-02-19 11:06:19.408,1014074.0,2.0,
496,pyvips,A fast image processing library with low memory needs.,Image Processing,,https://github.com/libvips/pyvips,True,22,libvips/pyvips,https://github.com/libvips/pyvips,2017-07-28 16:39:43.000,2022-10-03 12:04:11.000,2022-10-03 12:03:52,40.0,444.0,441.0,14.0,110.0,194.0,MIT,,pyvips,conda-forge/pyvips,,,,18390.0,5.0,372.0,372.0,https://pypi.org/project/pyvips,17503.0,https://anaconda.org/conda-forge/pyvips,2022-07-24 14:46:32.955,33723.0,3.0,
497,cornice,A RESTful framework for Pyramid.,RESTful API,,https://github.com/Cornices/cornice,True,22,Cornices/cornice,https://github.com/Cornices/cornice,2011-10-12 13:17:51.000,2022-07-18 09:42:27.000,2022-07-18 09:42:27,145.0,374.0,1160.0,121.0,45.0,190.0,,,cornice,conda-forge/cornice,2022-01-07 13:41:40,6.0.1,,24095.0,35.0,749.0,749.0,https://pypi.org/project/cornice,24095.0,https://anaconda.org/conda-forge/cornice,,,3.0,
498,CPython,"**Default, most widely used implementation of the Python programming language written in C.**.",Implementations,,https://github.com/python/cpython,True,21,python/cpython,https://github.com/python/cpython,2017-02-10 19:23:51.000,2022-10-06 14:33:10.000,2022-10-06 12:16:16,23578.0,47951.0,,2202.0,6720.0,54182.0,,,cpython,conda-forge/cpython,,,,48695.0,,,,https://pypi.org/project/cpython,48695.0,https://anaconda.org/conda-forge/cpython,,,2.0,
499,MindsDB,"MindsDB is an open source AI layer for existing databases that allows you to effortlessly develop, train and deploy..",Machine Learning,,https://github.com/mindsdb/mindsdb,True,21,mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,2018-08-02 17:56:45.000,2022-10-06 14:27:14.000,2022-10-06 14:27:14,1148.0,10509.0,,151.0,206.0,1174.0,GPL-3.0,,mindsdb,conda-forge/mindsdb,2022-09-28 13:24:08,22.9.5.4,,3946.0,100.0,,,https://pypi.org/project/mindsdb,3946.0,https://anaconda.org/conda-forge/mindsdb,,,3.0,
500,vprof,Visual Python profiler.,Debugging Tools,,https://github.com/nvdv/vprof,True,21,nvdv/vprof,https://github.com/nvdv/vprof,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,154.0,3862.0,620.0,17.0,25.0,57.0,BSD-2-Clause,,vprof,conda-forge/vprof,,,,5909.0,19.0,99.0,99.0,https://pypi.org/project/vprof,5909.0,https://anaconda.org/conda-forge/vprof,,,3.0,
501,pymongo,The official Python client for MongoDB.,Database Drivers,,https://github.com/mongodb/mongo-python-driver,True,21,mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,2009-01-15 15:18:06.000,2022-10-06 11:58:22.000,2022-10-05 21:34:59,969.0,3690.0,5132.0,195.0,,,Apache-2.0,,mongo-python-driver,conda-forge/mongo-python-driver,2022-07-20 23:28:11,4.2.0,,,21.0,,,https://pypi.org/project/mongo-python-driver,,https://anaconda.org/conda-forge/mongo-python-driver,,,3.0,
502,robobrowser,"A simple, Pythonic library for browsing the web without a standalone web browser.",Web Crawling,,https://github.com/jmcarp/robobrowser,True,21,jmcarp/robobrowser,https://github.com/jmcarp/robobrowser,2014-02-08 21:29:49.000,2020-09-10 18:41:47.000,2015-06-07 19:46:28,335.0,3631.0,103.0,10.0,43.0,30.0,BSD-3-Clause,,robobrowser,conda-forge/robobrowser,,,,15512.0,,847.0,847.0,https://pypi.org/project/robobrowser,15512.0,https://anaconda.org/conda-forge/robobrowser,,,3.0,
503,errbot,The easiest and most popular chatbot to implement ChatOps.,ChatOps Tools,,https://github.com/errbotio/errbot,True,21,errbotio/errbot/,https://github.com/errbotio/errbot,2012-05-20 21:13:41.000,2022-10-06 14:32:27.000,2022-09-22 06:06:33,576.0,2798.0,2911.0,,61.0,687.0,GPL-3.0,,,conda-forge/,2022-06-11 13:37:19,6.1.9,,,1.0,263.0,263.0,,,https://anaconda.org/conda-forge/,,,1.0,
504,django-compressor,Compresses linked and inline JavaScript or CSS into a single cached file.,Web Asset Management,,https://github.com/django-compressor/django-compressor,True,21,django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,2010-02-05 15:48:14.000,2022-09-30 14:59:06.000,2022-09-30 14:59:06,543.0,2605.0,1586.0,210.0,100.0,526.0,,,django-compressor,conda-forge/django-compressor,,,,324880.0,,,,https://pypi.org/project/django-compressor,324880.0,https://anaconda.org/conda-forge/django-compressor,,,3.0,
505,ply,Implementation of lex and yacc parsing tools for Python.,Text Processing,,https://github.com/dabeaz/ply,True,21,dabeaz/ply,https://github.com/dabeaz/ply,2011-01-02 14:27:00.000,2022-04-04 14:28:48.000,2022-01-09 02:20:45,373.0,2295.0,307.0,32.0,33.0,144.0,,,ply,conda-forge/ply,,,,20531983.0,4.0,,,https://pypi.org/project/ply,20505004.0,https://anaconda.org/conda-forge/ply,2018-07-07 11:33:23.260,1861585.0,3.0,
506,anaconda,Anaconda turns your Sublime Text 3 in a full featured Python development IDE.,Editor Plugins and IDEs,,https://github.com/DamnWidget/anaconda,True,21,DamnWidget/anaconda,https://github.com/DamnWidget/anaconda,2013-07-21 15:14:07.000,2022-08-12 18:54:06.000,2022-02-28 12:48:01,257.0,2163.0,994.0,89.0,169.0,613.0,GPL-3.0,,anaconda,conda-forge/anaconda,2022-03-01 21:02:36,2.3.0,,13134.0,88.0,,,https://pypi.org/project/anaconda,13134.0,https://anaconda.org/conda-forge/anaconda,,,2.0,
507,polyglot,Natural language pipeline supporting hundreds of languages.,Natural Language Processing,,https://github.com/aboSamoor/polyglot,True,21,aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000,2020-09-22 22:35:28,309.0,2057.0,271.0,26.0,147.0,67.0,,,polyglot,conda-forge/polyglot,,,,55455.0,,766.0,766.0,https://pypi.org/project/polyglot,55455.0,https://anaconda.org/conda-forge/polyglot,,,3.0,
508,IronPython,Implementation of the Python programming language written in C#.,Implementations,,https://github.com/IronLanguages/ironpython3,True,21,IronLanguages/ironpython3,https://github.com/IronLanguages/ironpython3,2014-02-27 21:50:49.000,2022-10-06 13:47:09.000,2022-10-06 13:47:09,222.0,1895.0,1209.0,31.0,241.0,280.0,Apache-2.0,,ironpython3,conda-forge/ironpython3,,,35043.0,1946.0,2.0,,,https://pypi.org/project/ironpython3,,https://anaconda.org/conda-forge/ironpython3,,,2.0,
509,sixpack,A language-agnostic A/B Testing framework.,Testing,,https://github.com/sixpack/sixpack,True,21,seatgeek/sixpack,https://github.com/sixpack/sixpack,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,186.0,1740.0,828.0,56.0,68.0,125.0,BSD-2-Clause,sixpack/sixpack,sixpack,conda-forge/sixpack,2017-07-24 08:26:03,2.5.0,,120.0,13.0,10.0,10.0,https://pypi.org/project/sixpack,120.0,https://anaconda.org/conda-forge/sixpack,,,3.0,
510,python-lambda,A toolkit for developing and deploying Python code in AWS Lambda.,Serverless Frameworks,,https://github.com/nficano/python-lambda,True,21,nficano/python-lambda,https://github.com/nficano/python-lambda,2016-02-26 03:21:06.000,2022-06-03 07:04:32.000,2022-06-03 06:57:29,223.0,1410.0,384.0,48.0,37.0,53.0,ISC,,python-lambda,conda-forge/python-lambda,,,,3907.0,,165.0,165.0,https://pypi.org/project/python-lambda,3907.0,https://anaconda.org/conda-forge/python-lambda,,,3.0,
511,orator,The Orator ORM provides a simple yet beautiful ActiveRecord implementation.,ORM,,https://github.com/sdispater/orator,True,21,sdispater/orator,https://github.com/sdispater/orator,2015-05-24 18:23:25.000,2022-07-25 20:08:22.000,2022-03-13 18:46:50,158.0,1361.0,505.0,32.0,132.0,182.0,MIT,,orator,conda-forge/orator,2020-09-28 16:05:35,0.9.10,,15640.0,14.0,,,https://pypi.org/project/orator,15570.0,https://anaconda.org/conda-forge/orator,2020-03-18 20:03:11.512,2181.0,3.0,
512,python-user-agents,Browser user agent parser.,Text Processing,,https://github.com/selwin/python-user-agents,True,21,selwin/python-user-agents,https://github.com/selwin/python-user-agents,2013-01-05 00:44:11.000,2022-05-27 15:11:20.000,2021-12-14 02:14:43,188.0,1296.0,144.0,31.0,38.0,31.0,MIT,,python-user-agents,conda-forge/python-user-agents,2020-08-23 06:05:26,2.2.0,,,1.0,4820.0,4820.0,https://pypi.org/project/python-user-agents,,https://anaconda.org/conda-forge/python-user-agents,,,3.0,
513,django-devserver,A drop-in replacement for Django's runserver.,Debugging Tools,,https://github.com/dcramer/django-devserver,True,21,dcramer/django-devserver,https://github.com/dcramer/django-devserver,2010-02-09 20:35:52.000,2020-02-26 17:37:11.000,2016-03-05 15:18:30,140.0,1268.0,218.0,39.0,39.0,28.0,BSD-3-Clause,,django-devserver,conda-forge/django-devserver,,,,3222.0,,357.0,357.0,https://pypi.org/project/django-devserver,3222.0,https://anaconda.org/conda-forge/django-devserver,,,3.0,
514,s4cmd,"Super S3 command line tool, good for higher performance.",Downloader,,https://github.com/bloomreach/s4cmd,True,21,bloomreach/s4cmd,https://github.com/bloomreach/s4cmd,2012-11-10 04:09:23.000,2022-10-03 23:31:19.000,2022-05-06 14:11:43,194.0,1221.0,145.0,35.0,81.0,52.0,Apache-2.0,,s4cmd,conda-forge/s4cmd,,,,30112.0,,31.0,31.0,https://pypi.org/project/s4cmd,30112.0,https://anaconda.org/conda-forge/s4cmd,,,3.0,
515,bcbio-nextgen,Providing best-practice pipelines for fully automated high throughput sequencing analysis.,Science,,https://github.com/bcbio/bcbio-nextgen,True,21,chapmanb/bcbio-nextgen,https://github.com/bcbio/bcbio-nextgen,2013-02-06 11:14:50.000,2022-09-23 01:38:06.000,2022-09-23 01:38:06,339.0,902.0,8553.0,95.0,96.0,2899.0,MIT,bcbio/bcbio-nextgen,bcbio-nextgen,conda-forge/bcbio-nextgen,2021-12-15 03:37:20,1.2.9,,293.0,14.0,,,https://pypi.org/project/bcbio-nextgen,293.0,https://anaconda.org/conda-forge/bcbio-nextgen,,,3.0,
516,CyToolz,Cython implementation of `Toolz`: High performance functional utilities.,Functional Programming,,https://github.com/pytoolz/cytoolz,True,21,pytoolz/cytoolz/,https://github.com/pytoolz/cytoolz,2014-04-04 23:24:04.000,2022-10-01 13:05:56.000,2022-08-01 15:16:20,67.0,880.0,349.0,,24.0,49.0,,,,conda-forge/,2022-07-11 02:22:16,0.12.0,,,2.0,42541.0,42541.0,,,https://anaconda.org/conda-forge/,,,3.0,
517,kapre,Keras Audio Preprocessors.,Audio,,https://github.com/keunwoochoi/kapre,True,21,keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,2016-12-14 18:36:36.000,2022-07-04 00:10:02.000,2022-07-04 00:10:02,139.0,855.0,195.0,13.0,12.0,82.0,MIT,,kapre,conda-forge/kapre,2022-01-21 20:10:47,Kapre-0.3.7,22.0,3676.0,10.0,1812.0,1812.0,https://pypi.org/project/kapre,3676.0,https://anaconda.org/conda-forge/kapre,,,3.0,
518,green,"A clean, colorful test runner.",Testing,,https://github.com/CleanCut/green,True,21,CleanCut/green,https://github.com/CleanCut/green,2014-04-01 20:08:18.000,2022-09-20 23:58:26.000,2022-09-20 23:55:51,73.0,745.0,,38.0,4.0,172.0,MIT,,green,conda-forge/green,,,,19158.0,8.0,728.0,728.0,https://pypi.org/project/green,17430.0,https://anaconda.org/conda-forge/green,2022-03-21 06:59:29.210,105450.0,3.0,
519,Cartridge,A shopping cart app built using the Mezzanine.,E-commerce,,https://github.com/stephenmcd/cartridge,True,21,stephenmcd/cartridge,https://github.com/stephenmcd/cartridge,2010-08-22 00:36:43.000,2022-09-19 17:09:29.000,2022-09-19 17:03:59,286.0,670.0,1479.0,75.0,22.0,128.0,BSD-2-Clause,,cartridge,conda-forge/cartridge,2022-09-19 16:55:50,1.3.4,,965.0,11.0,,,https://pypi.org/project/cartridge,965.0,https://anaconda.org/conda-forge/cartridge,,,2.0,
520,happybase,A developer-friendly library for Apache HBase.,Database Drivers,,https://github.com/python-happybase/happybase,True,21,wbolster/happybase,https://github.com/python-happybase/happybase,2012-05-20 20:06:10.000,2022-07-12 08:02:24.000,2022-07-12 08:02:24,152.0,594.0,285.0,19.0,22.0,184.0,,python-happybase/happybase,happybase,conda-forge/happybase,,,,139566.0,4.0,666.0,666.0,https://pypi.org/project/happybase,138189.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,104666.0,3.0,
